wordform,occurence
аймалаһар,4
аймалҕан,3
аймалҕана,2
аймалҕаннаах,1
аймалҕаннарын,1
аймалҕаны,2
аймалҕаҥҥа,2
аймаммакка,4
аймаммыттар,2
аймаммытынан,1
айман,1
аймана,13
айманаары,2
айманалларын,1
айманан,2
айманар,4
айманыы,1
айманыыны,1
аймара,1
аймах,147
аймахпыт,3
аймахпытыгар,2
аймахтан,9
аймахтар,6
аймахтара,61
аймахтарбар,8
аймахтарбын,1
аймахтарбыт,7
аймахтарбытыгар,1
аймахтарбытын,1
аймахтаргын,1
аймахтаргыт,1
аймахтаргытын,2
аймахтардаах,4
аймахтардааҕым,1
аймахтарыгар,54
аймахтарым,4
аймахтарын,21
аймахтарынаан,4
аймахтарынан,2
аймахтарыныын,4
аймахтарыттан,4
аймахтаһыы,1
аймахтыы,22
аймахтыыларын,2
аймахтыын,4
аймахха,14
аймаххытыгар,1
аймаҕа,21
аймаҕар,7
аймаҕы,4
аймаҕымсах,1
аймаҕын,19
аймаҕынан,3
аймаҕыттан,3
аймыам,1
аймыыр,6
аймыыра,4
аймыырыныыуйан,1
айн,1
айна,5
айнар,1
айнов,1
айнулар,4
айнулары,1
айнура,1
айо,1
айон,1
айрапетяны,1
айрес,2
айс,1
айсаана,1
айсаара,1
айсберг,2
айсблог,1
айсен,1298
айсена,6
айсулу,1
айта,125
айтал,13
айталаах,6
айталана,2
айталигы,1
айталина,20
айталы,74
айталылаах,4
айталылыын,2
айталым,2
айталыны,8
айталыттан,4
айталыын,1
айталыына,2
айтаны,19
айтаҕа,5
айти,5
айтматов,1
айуу,1
айфон,4
айхаан,1
айхал,53
айхалга,3
айхаллаабыта,4
айхаллаабыттара,1
айхаллаан,8
айхаллааҕы,3
айхалланан,1
айхаллатаммын,2
айхаллыыр,1
айхалу,1
айхалыгар,2
айхсынньытыгар,1
айша,1
айы,1
айыа,1
айыахпын,1
айыл,1
айылаах,61
айылаахха,1
айылааҕы,2
айылааҕын,2
айылгы,4
айылгыбыт,2
айылгылаах,20
айылгылааххын,2
айылгылааҕын,2
айылгылар,1
айылгыларга,1
айылгыларын,4
айылгыта,3
айылгытын,3
айылла,1
айыллаа,1
айыллаана,4
айыллан,4
айыллар,3
айылларын,2
айыллыаҕыттан,1
айыллыбатах,1
айыллыбыккын,2
айыллыбыт,21
айыллыбыта,6
айыллыбыттар,12
айыллыбытым,2
айыллыбытын,2
айыллыбытыҥ,1
айыллыыта,4
айыллыытыгар,1
айыллыытын,1
айылхалаах,1
айылхатынан,1
айылынна,2
айылҕа,290
айылҕабыт,14
айылҕабытыгар,1
айылҕабытын,2
айылҕабытыттан,1
айылҕалаах,16
айылҕалаахтар,1
айылҕалара,4
айылҕаларын,2
айылҕаларынан,1
айылҕалыын,2
айылҕам,1
айылҕан,1
айылҕанан,1
айылҕаны,46
айылҕата,6
айылҕаттан,36
айылҕатыгар,2
айылҕатын,25
айылҕатынан,2
айылҕатыттан,1
айылҕаҕа,78
айылҕаҥ,1
айым,1
айымньтыны,1
айымньы,36
айымньыга,14
айымньылаах,15
айымньылаахтык,8
айымньылар,12
айымньылара,20
айымньыларбын,1
айымньыларга,3
айымньылардаах,2
айымньылартан,1
айымньылары,9
айымньыларыгар,5
айымньыларым,1
айымньыларын,35
айымньыларынан,7
айымньыларыттан,7
айымньылыра,1
айымньым,2
айымньынан,1
айымньыннан,1
айымньыны,14
айымньыта,13
айымньыттан,1
айымньытыгар,7
айымньытын,44
айымньытынан,8
айысхан,7
айыха,1
айыы,262
айыыга,3
айыылаах,3
айыылаахха,1
айыылааҕы,1
айыылана,12
айыылар,13
айыылара,5
айыыларга,7
айыыларгын,4
айыылардаах,4
айыылартан,6
айыылары,2
айыыларын,1
айыым,3
айыына,17
айыыны,13
айыыргыыр,1
айыыта,11
айыыттан,4
айыытыгар,2
айыытын,7
айыыҥ,1
айыыһыкка,1
айыыһыт,20
айыыһыттаах,5
айыыһыты,2
айыҥат,2
акаа,5
акаана,1
акаары,26
акаарыга,1
акаарыгынан,1
акаарылары,1
акаарыларын,1
акаарыны,2
акаарыта,1
акаарытыйан,1
акаарытыйыы,1
акаастаммыт,2
акаастаммыттара,1
акаастаныы,1
акаастыыллар,1
акабар,1
акаде,1
академгородок,2
академига,12
академигассрс,1
академии,10
академик,17
академика,1
академиктар,2
академиктарынан,1
академическай,26
академическом,1
академическэй,5
академию,1
академия,15
академиялар,2
академиялара,1
академиялартан,1
академияларын,3
академияннан,1
академияны,3
академията,16
академияттан,6
академиятыгар,11
академиятын,97
академиятынан,1
академиятыттан,1
академияҕа,6
академята,1
акадесиятын,1
акаев,2
акалааты,1
акалары,1
акана,5
акарициднай,1
акатуйскай,1
акаунугар,1
акбар,3
акбузат,1
аквапарк,1
акварель,1
акватория,1
акваторията,1
аквила,2
акдемиятыгар,1
акиева,1
аким,2
акимов,11
акимова,3
акимович,1
акимовы,2
акинотааҕы,1
акинфов,1
акка,8
аккаастаабаккар,1
аккаастаабат,2
аккаастаабыттара,2
аккаастаабыттарын,2
аккаастаан,7
аккаастаатылар,1
аккаастаммат,1
аккаастамматтар,1
аккаастамматыгар,1
аккаастаммыт,3
аккаастаммыта,8
аккаастаммыттар,1
аккаастаммыттарын,1
аккаастаммытын,1
аккаастана,1
аккаастанабын,1
аккаастаналлар,2
аккаастанан,2
аккаастанар,11
аккаастанарга,1
аккаастанаҕын,1
аккаастанна,5
аккаастаннахпытына,1
аккаастанныбыт,1
аккаастанныҥ,1
аккаастаны,1
аккаастаныахтарын,1
аккаастаныы,4
аккаастаныылара,1
аккаастаныыларынан,1
аккаастата,1
аккаастыа,1
аккаастыахтарын,2
аккаастыыр,3
аккаастыырбыт,1
аккаастыырынан,1
аккад,2
аккар,2
аккауммар,1
аккауммутугар,1
аккауннар,1
аккауннара,1
аккауннары,1
аккауннарыгар,3
аккауннарын,1
аккауннарыттан,1
аккаунт,5
аккаунте,1
аккауну,1
аккаунугар,47
аккаунун,5
аккаунуттан,2
аккаунҥа,3
аккаунҥутугар,2
аккаунүн,1
аккауҥҥа,2
акки,4
аккор,1
аккордеоне,1
аккредитация,1
аккредитацияны,3
аккредитацията,2
аккумулятордары,1
аккумулятордарын,1
аккумулятортан,1
аккын,3
аккырыыкка,1
аккырыыккалары,1
аккыырай,1
аконкагуа,2
акп,3
акрил,3
акробатикаҕа,1
акробатическай,2
акрон,3
акртическай,1
акса,1
аксаков,3
аксарина,1
акселерат,1
акселератор,4
акселераторга,2
акселераторын,1
акселерационнай,10
акселерациялааһын,1
аксенов,1
аксинья,1
акт,7
акта,4
актам,1
актатын,3
актау,1
актер,2
актера,1
актеров,1
актерское,1
актив,2
активин,1
активированнай,1
активист,2
активистара,2
активистары,1
активистарын,1
активнай,4
активнайдык,2
активно,2
активное,2
активному,1
активностаах,1
активную,2
активный,1
активных,1
активтарын,1
актированнай,30
актов,1
актовай,1
актом,1
актриса,6
актрисалаах,1
актрисата,2
актуальна,1
актуальнай,2
актуальное,8
актуальноһын,1
актуальные,1
акты,1
актыбыыс,3
актыбыыстара,3
актыбыыстарын,1
актыбыыһа,3
актыыбыгар,1
актыыбын,2
актыыбынай,13
актыыбынайдык,2
актыыбынайын,1
актыыбынайынан,1
актөбе,2
аку,2
акуила,2
акулалара,1
акулина,12
акустическай,2
акушер,18
акушерскай,8
акушерствоҕа,1
акциалара,1
акции,1
акций,1
акционера,2
акционердара,1
акционердары,1
акционердарын,1
акционернай,16
акционерного,1
акционерное,1
акцию,1
акция,44
акциябыт,1
акциябытыгар,1
акциялаах,2
акциялар,8
акцияларыгар,1
акцияларын,3
акцияны,15
акцията,2
акцияттан,1
акциятын,3
акцияҕа,16
акыйаан,14
акыйаанна,1
акыйааннааҕы,1
акыйаантан,1
акыйааҥҥа,2
акылаакка,1
акылаат,3
акылаата,2
